REF_AREA,Total_age_0_4,Visible_Minority_Total,Visible_Minority,Unemployment_rate,Total_age_65_older,Total_LIM_18_64,Total_LIM_65_over,LIM_18_64,LIM_65_over,Language_Total,Language_NO_Eng_Fr,Total_age
2021S051248062222,75.0,1170.0,645.0,9.4,70.0,825.0,70.0,60.0,10.0,1235.0,50.0,1235.0
2021S051248062224,85.0,1575.0,945.0,13.1,100.0,990.0,100.0,40.0,15.0,1555.0,75.0,1555.0
2021S051248062225,55.0,1015.0,420.0,8.6,55.0,660.0,55.0,40.0,5.0,1005.0,35.0,1010.0
2021S051248062226,50.0,555.0,250.0,25.4,40.0,415.0,40.0,25.0,5.0,610.0,10.0,610.0
2021S051248062227,25.0,660.0,400.0,18.0,40.0,430.0,40.0,15.0,0.0,625.0,15.0,625.0
2021S051248062228,35.0,820.0,385.0,15.9,40.0,515.0,40.0,20.0,5.0,770.0,25.0,775.0
2021S051248062229,5.0,570.0,420.0,13.6,165.0,300.0,165.0,30.0,10.0,545.0,20.0,545.0
2021S051248062230,25.0,690.0,515.0,14.5,160.0,485.0,160.0,50.0,10.0,755.0,60.0,760.0
2021S051248062231,30.0,1195.0,1055.0,11.4,195.0,710.0,195.0,35.0,5.0,1085.0,80.0,1080.0
2021S051248062232,15.0,530.0,245.0,11.4,185.0,310.0,185.0,10.0,10.0,570.0,25.0,565.0
2021S051248062233,25.0,650.0,345.0,20.3,145.0,470.0,145.0,35.0,15.0,730.0,40.0,730.0
2021S051248062234,15.0,915.0,660.0,9.4,185.0,605.0,185.0,30.0,10.0,935.0,65.0,930.0
2021S051248062235,0.0,445.0,320.0,7.8,115.0,255.0,115.0,5.0,0.0,440.0,30.0,435.0
2021S051248062236,10.0,645.0,430.0,17.6,145.0,370.0,145.0,25.0,10.0,605.0,25.0,605.0
2021S051248062237,15.0,420.0,225.0,14.0,20.0,270.0,20.0,15.0,5.0,380.0,10.0,375.0
2021S051248062238,30.0,620.0,320.0,2.9,50.0,435.0,50.0,20.0,5.0,635.0,15.0,640.0
2021S051248062239,15.0,355.0,195.0,17.0,45.0,225.0,45.0,15.0,5.0,345.0,5.0,350.0
2021S051248062240,30.0,805.0,390.0,9.7,135.0,485.0,135.0,20.0,5.0,765.0,15.0,765.0
2021S051248062241,110.0,1740.0,490.0,9.8,65.0,1120.0,65.0,55.0,5.0,1760.0,20.0,1760.0
2021S051248062242,135.0,2210.0,540.0,7.0,105.0,1455.0,105.0,65.0,5.0,2215.0,20.0,2215.0
2021S051248062243,55.0,525.0,175.0,12.7,25.0,325.0,30.0,25.0,5.0,530.0,5.0,530.0
2021S051248062244,30.0,470.0,135.0,10.7,15.0,300.0,20.0,20.0,0.0,465.0,5.0,465.0
2021S051248062246,5.0,280.0,45.0,13.3,20.0,160.0,20.0,10.0,0.0,260.0,0.0,255.0
2021S051248062247,110.0,1630.0,370.0,6.8,105.0,950.0,105.0,30.0,5.0,1600.0,10.0,1600.0
2021S051248062248,75.0,1735.0,330.0,13.0,230.0,1050.0,235.0,45.0,10.0,1765.0,10.0,1765.0
2021S051248062250,30.0,665.0,140.0,9.7,45.0,380.0,45.0,20.0,0.0,605.0,10.0,610.0
2021S051248062252,45.0,1530.0,295.0,12.0,300.0,1005.0,300.0,95.0,30.0,1490.0,20.0,1490.0
2021S051248062254,55.0,1290.0,315.0,14.6,100.0,950.0,100.0,60.0,10.0,1355.0,15.0,1355.0
2021S051248062256,50.0,1130.0,520.0,14.1,105.0,710.0,100.0,30.0,5.0,1020.0,25.0,1015.0
2021S051248062258,20.0,635.0,480.0,21.5,60.0,370.0,60.0,35.0,10.0,560.0,25.0,555.0
2021S051248062259,60.0,955.0,815.0,9.9,80.0,615.0,80.0,40.0,10.0,910.0,50.0,905.0
2021S051248062260,55.0,815.0,555.0,3.6,95.0,550.0,95.0,40.0,10.0,835.0,60.0,835.0
2021S051248062261,15.0,610.0,265.0,12.3,100.0,370.0,100.0,10.0,5.0,565.0,5.0,565.0
2021S051248062262,45.0,1060.0,340.0,9.6,280.0,680.0,280.0,60.0,35.0,1140.0,20.0,1145.0
2021S051248062263,15.0,245.0,165.0,13.0,50.0,210.0,50.0,10.0,0.0,300.0,20.0,305.0
2021S051248062265,45.0,880.0,790.0,12.6,70.0,585.0,70.0,25.0,5.0,875.0,45.0,870.0
2021S051248062268,30.0,785.0,425.0,8.7,75.0,545.0,75.0,10.0,10.0,815.0,15.0,820.0
2021S051248062269,70.0,840.0,430.0,10.0,65.0,590.0,60.0,25.0,0.0,925.0,40.0,920.0
2021S051248062271,60.0,1030.0,520.0,13.3,50.0,625.0,50.0,20.0,0.0,965.0,15.0,965.0
2021S051248062273,85.0,1375.0,630.0,12.3,110.0,930.0,110.0,55.0,10.0,1370.0,15.0,1375.0
2021S051248062275,30.0,705.0,165.0,5.4,60.0,410.0,60.0,15.0,5.0,650.0,10.0,655.0
2021S051248062276,50.0,1375.0,675.0,4.9,155.0,830.0,155.0,25.0,0.0,1330.0,30.0,1330.0
2021S051248062277,60.0,920.0,485.0,11.5,70.0,580.0,70.0,50.0,15.0,910.0,35.0,910.0
2021S051248062278,55.0,845.0,505.0,12.0,80.0,545.0,80.0,35.0,5.0,855.0,20.0,855.0
2021S051248062279,65.0,1355.0,705.0,11.8,105.0,825.0,110.0,45.0,10.0,1290.0,20.0,1290.0
2021S051248062280,85.0,1270.0,795.0,12.2,115.0,855.0,115.0,70.0,15.0,1320.0,30.0,1320.0
2021S051248062281,30.0,480.0,270.0,13.7,45.0,345.0,45.0,20.0,5.0,520.0,20.0,520.0
2021S051248062282,85.0,995.0,450.0,9.5,50.0,700.0,50.0,35.0,0.0,1065.0,35.0,1060.0
2021S051248062283,60.0,980.0,450.0,12.0,55.0,680.0,55.0,40.0,5.0,1000.0,20.0,1005.0
2021S051248062287,25.0,625.0,335.0,7.5,65.0,375.0,65.0,20.0,5.0,535.0,5.0,540.0
2021S051248062288,90.0,1555.0,800.0,8.5,100.0,1040.0,100.0,30.0,5.0,1550.0,20.0,1550.0
2021S051248062290,60.0,1335.0,1280.0,11.0,135.0,850.0,135.0,55.0,5.0,1300.0,120.0,1300.0
2021S051248062293,65.0,880.0,615.0,17.0,70.0,565.0,70.0,35.0,5.0,855.0,30.0,855.0
2021S051248062294,55.0,925.0,815.0,19.6,60.0,600.0,60.0,35.0,5.0,915.0,60.0,915.0
2021S051248062295,115.0,1720.0,870.0,12.2,100.0,1085.0,105.0,65.0,10.0,1685.0,50.0,1685.0
2021S051248062296,85.0,1340.0,765.0,11.5,85.0,885.0,85.0,30.0,5.0,1390.0,25.0,1390.0
2021S051248062297,195.0,2800.0,1530.0,9.8,125.0,1635.0,125.0,80.0,10.0,2625.0,70.0,2630.0
2021S051248062300,165.0,3800.0,2970.0,14.8,320.0,2495.0,325.0,120.0,15.0,3855.0,255.0,3860.0
2021S051248062301,55.0,1175.0,875.0,12.7,75.0,700.0,75.0,35.0,5.0,1090.0,70.0,1090.0
2021S051248062302,95.0,1580.0,1080.0,21.5,155.0,1080.0,150.0,55.0,10.0,1625.0,65.0,1625.0
2021S051248062305,45.0,680.0,370.0,14.8,60.0,530.0,60.0,40.0,10.0,775.0,25.0,780.0
2021S051248062306,20.0,360.0,205.0,22.2,35.0,260.0,35.0,15.0,5.0,385.0,5.0,380.0
2021S051248062307,20.0,765.0,295.0,12.7,380.0,425.0,270.0,65.0,45.0,915.0,35.0,915.0
2021S051248062308,20.0,750.0,85.0,9.8,350.0,335.0,350.0,25.0,35.0,755.0,5.0,755.0
2021S051248062309,45.0,595.0,365.0,14.9,65.0,440.0,70.0,40.0,15.0,625.0,15.0,625.0
2021S051248062310,30.0,590.0,225.0,12.9,45.0,355.0,45.0,10.0,0.0,545.0,15.0,540.0
2021S051248062311,10.0,390.0,225.0,23.5,25.0,265.0,25.0,5.0,0.0,390.0,10.0,390.0
2021S051248062312,60.0,1010.0,455.0,7.9,70.0,635.0,65.0,55.0,5.0,965.0,20.0,970.0
2021S051248062313,25.0,515.0,70.0,11.3,90.0,345.0,90.0,25.0,10.0,535.0,5.0,535.0
2021S051248062314,40.0,565.0,140.0,9.5,30.0,395.0,30.0,15.0,5.0,570.0,0.0,570.0
2021S051248062315,50.0,690.0,260.0,6.4,25.0,425.0,25.0,15.0,0.0,645.0,5.0,650.0
2021S051248062316,60.0,775.0,110.0,11.2,50.0,475.0,50.0,20.0,5.0,775.0,5.0,780.0
2021S051248062317,150.0,2265.0,995.0,11.6,260.0,1595.0,260.0,165.0,35.0,2270.0,40.0,2275.0
2021S051248062318,55.0,660.0,160.0,6.1,35.0,475.0,35.0,20.0,0.0,685.0,15.0,685.0
2021S051248062319,40.0,505.0,200.0,5.9,15.0,320.0,15.0,15.0,0.0,450.0,5.0,450.0
2021S051248062324,30.0,900.0,280.0,7.2,160.0,515.0,160.0,30.0,10.0,870.0,10.0,865.0
2021S051248062325,55.0,970.0,220.0,10.0,235.0,555.0,230.0,30.0,10.0,990.0,5.0,990.0
2021S051248062326,45.0,495.0,45.0,9.1,25.0,350.0,25.0,10.0,0.0,500.0,0.0,500.0
2021S051248062327,50.0,1205.0,375.0,13.5,195.0,745.0,195.0,30.0,10.0,1225.0,15.0,1230.0
2021S051248062328,135.0,2260.0,460.0,11.2,185.0,1360.0,180.0,35.0,10.0,2190.0,30.0,2185.0
2021S051248062329,110.0,1415.0,420.0,7.9,65.0,1000.0,65.0,35.0,0.0,1475.0,10.0,1475.0
2021S051248062330,65.0,975.0,235.0,11.4,65.0,615.0,65.0,30.0,10.0,1015.0,20.0,1015.0
2021S051248062334,10.0,285.0,15.0,20.7,80.0,190.0,75.0,40.0,15.0,440.0,0.0,440.0
2021S051248062335,10.0,300.0,25.0,5.4,15.0,195.0,15.0,10.0,0.0,310.0,0.0,305.0
2021S051248062336,15.0,385.0,10.0,0.0,65.0,265.0,65.0,10.0,5.0,400.0,0.0,400.0
2021S051248062337,20.0,550.0,55.0,17.1,85.0,375.0,85.0,10.0,5.0,585.0,5.0,585.0
2021S051248062338,40.0,850.0,90.0,6.3,85.0,555.0,85.0,15.0,0.0,895.0,5.0,900.0
2021S051248062339,80.0,1395.0,165.0,15.3,65.0,885.0,65.0,30.0,5.0,1280.0,5.0,1285.0
2021S051248062340,60.0,805.0,140.0,10.4,35.0,530.0,40.0,30.0,5.0,835.0,5.0,835.0
2021S051248062344,35.0,740.0,215.0,6.9,30.0,425.0,30.0,20.0,0.0,610.0,0.0,605.0
2021S051248062345,75.0,965.0,310.0,8.3,40.0,635.0,45.0,20.0,5.0,950.0,10.0,950.0
2021S051248062346,165.0,2295.0,610.0,12.3,85.0,1520.0,85.0,55.0,5.0,2285.0,20.0,2285.0
2021S051248062347,80.0,1165.0,525.0,12.9,65.0,805.0,65.0,35.0,5.0,1260.0,15.0,1260.0
2021S051248062353,20.0,360.0,75.0,6.5,80.0,245.0,80.0,20.0,5.0,385.0,0.0,385.0
2021S051248062354,5.0,335.0,65.0,19.2,315.0,145.0,180.0,10.0,10.0,350.0,0.0,490.0
2021S051248062355,150.0,2255.0,840.0,7.4,115.0,1590.0,115.0,50.0,10.0,2285.0,20.0,2290.0
2021S051248062356,25.0,1105.0,895.0,12.4,270.0,660.0,270.0,35.0,10.0,1085.0,80.0,1080.0
2021S051248062358,60.0,1305.0,505.0,10.8,115.0,915.0,115.0,40.0,5.0,1370.0,30.0,1370.0
2021S051248062360,40.0,860.0,240.0,16.8,50.0,595.0,50.0,15.0,5.0,935.0,15.0,935.0
2021S051248062363,35.0,1270.0,315.0,15.3,190.0,780.0,185.0,45.0,10.0,1225.0,15.0,1225.0
2021S051248062364,35.0,870.0,185.0,14.3,165.0,445.0,165.0,20.0,10.0,770.0,15.0,775.0
2021S051248062367,50.0,1070.0,330.0,9.6,80.0,610.0,80.0,45.0,0.0,1015.0,20.0,1015.0
2021S051248062368,0.0,350.0,55.0,0.0,230.0,135.0,230.0,10.0,10.0,375.0,0.0,375.0
2021S051248062370,20.0,435.0,385.0,14.3,45.0,220.0,45.0,10.0,0.0,345.0,15.0,340.0
2021S051248062371,60.0,985.0,930.0,22.2,105.0,720.0,105.0,50.0,10.0,1105.0,140.0,1105.0
2021S051248062372,45.0,1140.0,875.0,13.4,100.0,800.0,100.0,35.0,10.0,1135.0,60.0,1135.0
2021S051248062373,75.0,1130.0,1015.0,15.7,105.0,720.0,105.0,35.0,15.0,1105.0,110.0,1110.0
2021S051248062374,100.0,1340.0,1075.0,12.0,85.0,950.0,85.0,55.0,5.0,1390.0,110.0,1390.0
2021S051248062375,60.0,925.0,800.0,11.7,90.0,625.0,90.0,45.0,5.0,955.0,80.0,955.0
2021S051248062376,115.0,1705.0,1310.0,15.2,160.0,1175.0,160.0,90.0,20.0,1785.0,155.0,1780.0
2021S051248062390,,,,,,,,,,,,
2021S051248062393,455.0,3915.0,2975.0,11.6,170.0,2700.0,170.0,115.0,15.0,3915.0,245.0,3915.0
2021S051248062395,,,,,,,,,,,,
2021S051248062402,15.0,280.0,90.0,9.4,65.0,205.0,60.0,25.0,5.0,310.0,0.0,315.0
2021S051248062416,15.0,350.0,165.0,8.7,25.0,235.0,25.0,5.0,0.0,320.0,0.0,315.0
2021S051248062417,20.0,305.0,155.0,16.1,20.0,205.0,20.0,10.0,0.0,300.0,5.0,300.0
2021S051248062508,150.0,3385.0,1055.0,12.2,210.0,1990.0,210.0,130.0,20.0,3360.0,50.0,3355.0
2021S051248062509,325.0,5535.0,3035.0,10.9,405.0,3555.0,290.0,260.0,40.0,5565.0,130.0,5570.0
2021S051248062510,25.0,590.0,275.0,11.3,35.0,425.0,35.0,35.0,10.0,505.0,10.0,510.0
2021S051248062511,20.0,505.0,160.0,14.6,20.0,465.0,20.0,65.0,10.0,520.0,10.0,515.0
2021S051248062512,,,,,,,,,,,,
2021S051248062513,20.0,840.0,220.0,7.5,35.0,650.0,35.0,100.0,5.0,735.0,5.0,735.0
2021S051248062514,145.0,2825.0,1425.0,12.1,175.0,1830.0,175.0,70.0,5.0,2730.0,80.0,2730.0
2021S051248062515,560.0,6935.0,3620.0,11.6,395.0,4680.0,395.0,190.0,40.0,6935.0,160.0,6935.0
2021S051248062516,1050.0,9235.0,8910.0,9.8,410.0,5905.0,410.0,320.0,25.0,9295.0,730.0,9295.0
2021S051248062517,220.0,3795.0,3555.0,14.0,335.0,2315.0,335.0,100.0,20.0,3650.0,390.0,3655.0
2021S051248062518,,,,,,,,,,,,
2021S051248062519,1450.0,12830.0,11765.0,11.4,975.0,8435.0,610.0,375.0,20.0,12965.0,900.0,13230.0
2021S051248062520,680.0,6600.0,5140.0,14.4,280.0,4675.0,280.0,360.0,30.0,6650.0,240.0,6645.0
2021S051248062521,700.0,7415.0,6155.0,11.9,530.0,4890.0,475.0,270.0,50.0,7355.0,400.0,7415.0
2021S051248062522,90.0,645.0,605.0,13.8,30.0,450.0,30.0,10.0,0.0,655.0,45.0,655.0
2021S051248062523,295.0,4710.0,4510.0,11.7,380.0,3020.0,375.0,220.0,30.0,4670.0,390.0,4675.0
2021S051248062524,375.0,3675.0,3355.0,15.5,215.0,2480.0,215.0,160.0,10.0,3860.0,365.0,3860.0
2021S051248062525,315.0,3755.0,3460.0,11.6,250.0,2390.0,245.0,210.0,15.0,3765.0,260.0,3790.0
2021S051248062526,230.0,3735.0,3530.0,10.5,325.0,2430.0,325.0,140.0,20.0,3780.0,370.0,3780.0
2021S051248062527,5.0,175.0,175.0,11.8,25.0,,,,,180.0,15.0,175.0
2021S051248062528,25.0,390.0,230.0,20.9,40.0,260.0,40.0,15.0,5.0,420.0,30.0,420.0
2021S051248062529,20.0,360.0,330.0,0.0,10.0,185.0,10.0,10.0,0.0,285.0,15.0,285.0
2021S051248062530,380.0,3885.0,2685.0,9.8,190.0,2455.0,190.0,150.0,10.0,3850.0,130.0,3850.0
2021S051248062531,620.0,5630.0,3720.0,8.1,485.0,3630.0,295.0,150.0,35.0,5945.0,150.0,5945.0
2021S051248062532,365.0,3545.0,2255.0,8.7,300.0,2225.0,140.0,115.0,10.0,3710.0,100.0,3710.0
2021S051248062533,290.0,2840.0,2440.0,9.6,120.0,1965.0,115.0,70.0,15.0,2920.0,110.0,2920.0
2021S051248062537,270.0,3580.0,2555.0,11.9,310.0,2405.0,310.0,260.0,70.0,3690.0,160.0,3685.0
2021S051248062538,195.0,3530.0,2540.0,15.8,255.0,2255.0,260.0,120.0,30.0,3565.0,200.0,3565.0
2021S051248062539,285.0,5465.0,4310.0,13.8,465.0,3300.0,465.0,185.0,45.0,5280.0,310.0,5280.0
2021S051248062541,275.0,4240.0,1780.0,11.7,210.0,2660.0,210.0,75.0,10.0,4215.0,65.0,4220.0
2021S051248062542,55.0,685.0,205.0,16.2,30.0,415.0,35.0,5.0,0.0,670.0,5.0,675.0
2021S051248062544,85.0,1095.0,255.0,12.2,35.0,675.0,40.0,25.0,0.0,1030.0,15.0,1030.0
2021S051248062548,275.0,3400.0,1260.0,9.2,165.0,2335.0,165.0,125.0,10.0,3430.0,50.0,3440.0
2021S051248062550,345.0,3580.0,1520.0,7.4,130.0,2280.0,130.0,85.0,10.0,3595.0,70.0,3595.0
2021S051248062551,265.0,2275.0,975.0,10.2,70.0,1540.0,70.0,50.0,5.0,2275.0,40.0,2270.0
2021S051248062552,415.0,4290.0,1830.0,9.4,165.0,2970.0,165.0,135.0,25.0,4380.0,70.0,4380.0
2021S051248062553,290.0,3500.0,890.0,10.5,130.0,2260.0,130.0,85.0,5.0,3495.0,25.0,3495.0
2021S051248062554,310.0,2990.0,1025.0,10.2,120.0,1705.0,120.0,45.0,5.0,2935.0,45.0,2935.0
2021S051248062555,385.0,4960.0,1270.0,8.7,185.0,2940.0,185.0,90.0,10.0,5010.0,60.0,5010.0
2021S051248062556,310.0,3400.0,1215.0,7.7,285.0,2280.0,285.0,145.0,40.0,3405.0,65.0,3410.0
2021S051248062557,300.0,3245.0,1085.0,8.4,350.0,2240.0,190.0,140.0,15.0,3285.0,25.0,3445.0
2021S051248062558,330.0,3295.0,1025.0,11.0,130.0,2120.0,130.0,105.0,5.0,3315.0,35.0,3315.0
2021S051248062559,1410.0,14180.0,5680.0,8.6,1315.0,8930.0,1190.0,470.0,110.0,14060.0,205.0,14190.0
2021S051248062560,235.0,3410.0,1185.0,8.3,235.0,2195.0,235.0,95.0,15.0,3460.0,50.0,3465.0
2021S051248062561,755.0,9215.0,2880.0,9.1,715.0,5850.0,715.0,245.0,35.0,9200.0,125.0,9200.0
2021S051248062562,30.0,1130.0,400.0,15.2,180.0,820.0,180.0,55.0,10.0,1165.0,25.0,1160.0
2021S051248062563,55.0,1185.0,420.0,11.8,380.0,825.0,265.0,105.0,25.0,1380.0,30.0,1375.0
2021S051248062564,65.0,1360.0,665.0,11.5,110.0,845.0,110.0,35.0,5.0,1345.0,25.0,1350.0
2021S051248062565,45.0,1135.0,595.0,7.4,95.0,675.0,95.0,15.0,5.0,1095.0,15.0,1095.0
2021S051248062566,70.0,1775.0,690.0,14.9,160.0,1050.0,165.0,65.0,15.0,1620.0,25.0,1615.0
2021S051248062567,40.0,850.0,255.0,10.8,145.0,580.0,145.0,25.0,5.0,880.0,15.0,880.0
2021S051248062568,35.0,1095.0,225.0,17.8,300.0,630.0,300.0,30.0,20.0,1100.0,20.0,1095.0
2021S051248062570,130.0,1680.0,905.0,13.1,55.0,1020.0,55.0,45.0,5.0,1680.0,25.0,1675.0
2021S051248062571,45.0,1380.0,150.0,9.3,190.0,895.0,190.0,20.0,5.0,1325.0,10.0,1325.0
2021S051248062572,5.0,695.0,45.0,18.9,230.0,385.0,230.0,15.0,10.0,685.0,0.0,685.0
2021S051248062574,110.0,1295.0,570.0,6.2,45.0,790.0,45.0,30.0,5.0,1275.0,25.0,1280.0
2021S051248062575,50.0,950.0,375.0,9.8,65.0,545.0,65.0,25.0,10.0,910.0,15.0,910.0
2021S051248062576,40.0,655.0,260.0,8.6,35.0,415.0,35.0,30.0,5.0,655.0,15.0,660.0
2021S051248062577,95.0,1365.0,620.0,9.9,75.0,865.0,75.0,45.0,10.0,1350.0,25.0,1350.0
2021S051248062578,40.0,740.0,405.0,9.9,35.0,515.0,30.0,15.0,5.0,770.0,10.0,775.0
2021S051248062579,85.0,1755.0,1110.0,17.6,75.0,1140.0,75.0,40.0,0.0,1695.0,25.0,1695.0
2021S051248062580,80.0,1170.0,550.0,9.1,85.0,780.0,85.0,35.0,10.0,1195.0,40.0,1200.0
2021S051248062581,50.0,885.0,505.0,10.7,45.0,615.0,45.0,25.0,5.0,920.0,20.0,920.0
2021S051248062582,40.0,660.0,355.0,9.6,95.0,410.0,95.0,15.0,0.0,670.0,15.0,670.0
2021S051248062584,95.0,1215.0,695.0,10.6,95.0,795.0,95.0,85.0,15.0,1220.0,25.0,1220.0
2021S051248062585,55.0,890.0,335.0,16.9,240.0,495.0,240.0,50.0,15.0,920.0,15.0,915.0
2021S051248062586,35.0,985.0,220.0,10.9,180.0,550.0,185.0,30.0,5.0,925.0,15.0,925.0
2021S051248062587,80.0,1090.0,410.0,11.4,95.0,765.0,95.0,25.0,5.0,1145.0,25.0,1145.0
2021S051248062588,70.0,1755.0,355.0,8.2,145.0,1120.0,145.0,25.0,10.0,1690.0,20.0,1690.0
2021S051248062589,20.0,850.0,165.0,21.1,235.0,425.0,240.0,20.0,10.0,825.0,5.0,830.0
2021S051248062590,30.0,770.0,95.0,11.3,15.0,495.0,15.0,25.0,0.0,770.0,0.0,765.0
2021S051248062591,65.0,1170.0,330.0,11.3,65.0,825.0,65.0,20.0,0.0,1275.0,10.0,1280.0
2021S051248062592,5.0,285.0,85.0,25.0,60.0,200.0,60.0,20.0,5.0,315.0,5.0,320.0
2021S051248062593,65.0,1630.0,325.0,13.4,85.0,990.0,85.0,35.0,5.0,1590.0,10.0,1585.0
2021S051248062594,25.0,880.0,210.0,9.0,75.0,525.0,75.0,10.0,0.0,925.0,10.0,925.0
2021S051248062595,50.0,970.0,570.0,13.3,40.0,615.0,40.0,25.0,0.0,910.0,35.0,915.0
2021S051248062596,120.0,1210.0,735.0,15.6,35.0,840.0,35.0,55.0,0.0,1255.0,30.0,1250.0
2021S051248062597,80.0,1485.0,615.0,8.4,110.0,1000.0,115.0,80.0,10.0,1585.0,35.0,1585.0
2021S051248062598,55.0,1405.0,690.0,14.6,220.0,945.0,220.0,105.0,70.0,1395.0,45.0,1415.0
2021S051248062599,35.0,910.0,250.0,9.4,195.0,615.0,200.0,55.0,30.0,915.0,10.0,910.0
2021S051248062600,50.0,680.0,170.0,13.0,30.0,395.0,30.0,15.0,0.0,645.0,10.0,645.0
2021S051248062601,140.0,1450.0,270.0,7.7,35.0,1035.0,40.0,40.0,0.0,1510.0,10.0,1510.0
2021S051248062602,45.0,1175.0,415.0,11.9,160.0,775.0,160.0,60.0,15.0,1225.0,30.0,1225.0
2021S051248062603,105.0,1235.0,675.0,10.7,70.0,780.0,70.0,20.0,0.0,1250.0,35.0,1255.0
2021S051248062604,65.0,825.0,555.0,7.6,65.0,505.0,65.0,55.0,10.0,835.0,40.0,830.0
2021S051248062620,70.0,1510.0,310.0,9.0,265.0,945.0,265.0,50.0,25.0,1570.0,15.0,1570.0
2021S051248062621,180.0,2395.0,750.0,11.8,115.0,1505.0,120.0,60.0,5.0,2325.0,15.0,2325.0
2021S051248062622,415.0,4625.0,2285.0,10.4,285.0,3220.0,285.0,155.0,40.0,4800.0,70.0,4800.0
2021S051248062623,330.0,3425.0,1640.0,10.6,180.0,2395.0,180.0,100.0,25.0,3390.0,60.0,3390.0
2021S051248062624,795.0,8130.0,3505.0,8.9,500.0,5465.0,500.0,305.0,50.0,7975.0,135.0,7975.0
2021S051248062625,0.0,,,,0.0,,,,,0.0,0.0,745.0
2021S051248062626,205.0,2040.0,1590.0,13.4,80.0,1215.0,80.0,65.0,0.0,1975.0,65.0,1975.0
2021S051248062627,140.0,1375.0,1005.0,14.4,65.0,850.0,65.0,25.0,5.0,1400.0,45.0,1405.0
2021S051248062628,170.0,1965.0,1365.0,10.3,95.0,1190.0,95.0,70.0,10.0,1835.0,50.0,1835.0
2021S051248062629,330.0,3380.0,2335.0,13.5,145.0,2305.0,145.0,160.0,15.0,3375.0,70.0,3370.0
2021S051248062630,330.0,3595.0,1995.0,9.3,205.0,2335.0,205.0,95.0,20.0,3625.0,60.0,3625.0
2021S051248062631,60.0,895.0,385.0,7.4,115.0,625.0,115.0,30.0,25.0,950.0,35.0,955.0
2021S051248062632,40.0,510.0,285.0,17.9,50.0,370.0,50.0,45.0,0.0,505.0,5.0,505.0
2021S051248062633,295.0,2860.0,1935.0,7.7,115.0,2005.0,115.0,110.0,15.0,2890.0,75.0,2885.0
2021S051248062634,150.0,1850.0,1580.0,10.4,115.0,1270.0,110.0,145.0,15.0,1940.0,75.0,1935.0
2021S051248062635,105.0,1575.0,895.0,11.7,235.0,1095.0,235.0,145.0,35.0,1595.0,30.0,1595.0
2021S051248062636,140.0,1820.0,1440.0,11.1,135.0,1205.0,130.0,75.0,15.0,1865.0,80.0,1860.0
2021S051248062637,115.0,2855.0,2145.0,12.0,235.0,1880.0,235.0,150.0,5.0,2725.0,100.0,2735.0
2021S051248062638,155.0,1730.0,1245.0,12.5,290.0,1135.0,120.0,65.0,20.0,1780.0,45.0,1980.0
2021S051248062639,195.0,3725.0,2175.0,12.2,315.0,2325.0,315.0,110.0,25.0,3715.0,75.0,3715.0
2021S051248062640,35.0,1050.0,650.0,8.3,40.0,640.0,40.0,15.0,0.0,990.0,25.0,990.0
2021S051248062641,80.0,1240.0,635.0,8.7,90.0,830.0,90.0,35.0,5.0,1265.0,20.0,1270.0
2021S051248062642,0.0,,,,310.0,,,,,100.0,0.0,350.0
2021S051248062643,100.0,2415.0,1170.0,12.2,680.0,1395.0,680.0,135.0,95.0,2385.0,95.0,2385.0
2021S051248062672,30.0,585.0,455.0,13.0,60.0,455.0,60.0,25.0,5.0,625.0,40.0,630.0
2021S051248062673,5.0,190.0,105.0,17.4,30.0,,,,,160.0,0.0,165.0
2021S051248062719,35.0,800.0,155.0,15.8,120.0,520.0,120.0,20.0,10.0,775.0,5.0,775.0
2021S051248062720,30.0,855.0,140.0,4.4,205.0,520.0,210.0,20.0,10.0,820.0,0.0,825.0
2021S051248062721,15.0,595.0,190.0,7.4,235.0,300.0,135.0,15.0,10.0,625.0,5.0,625.0
2021S051248062722,,,,,,,,,,,,
2021S051248062723,5.0,95.0,55.0,0.0,5.0,,,,,120.0,0.0,115.0
2021S051248062724,55.0,525.0,195.0,15.0,45.0,345.0,40.0,20.0,0.0,530.0,0.0,525.0
2021S051248062726,,,,,,,,,,,,
2021S051248062727,0.0,45.0,10.0,0.0,10.0,,,,,65.0,0.0,60.0
2021S051248062728,10.0,415.0,135.0,16.3,90.0,265.0,95.0,25.0,5.0,445.0,15.0,445.0
2021S051248062729,30.0,675.0,265.0,17.6,160.0,400.0,160.0,25.0,15.0,675.0,10.0,675.0
2021S051248062730,40.0,890.0,250.0,15.1,100.0,570.0,100.0,30.0,0.0,885.0,10.0,890.0
2021S051248062731,50.0,945.0,445.0,12.1,60.0,650.0,60.0,50.0,5.0,1070.0,15.0,1070.0
2021S051248062733,30.0,480.0,95.0,19.1,60.0,340.0,60.0,25.0,5.0,485.0,5.0,480.0
2021S051248062734,20.0,550.0,145.0,22.2,100.0,370.0,100.0,35.0,5.0,555.0,0.0,555.0
2021S051248062735,60.0,1005.0,125.0,11.0,185.0,595.0,185.0,30.0,10.0,985.0,5.0,985.0
2021S051248062736,30.0,460.0,95.0,7.4,65.0,320.0,70.0,20.0,10.0,470.0,0.0,475.0
2021S051248062741,30.0,560.0,140.0,12.3,75.0,320.0,75.0,45.0,15.0,495.0,10.0,500.0
