REF_AREA,Total_age_0_4,Visible_Minority_Total,Visible_Minority,Unemployment_rate,Total_age_65_older,Total_LIM_18_64,Total_LIM_65_over,LIM_18_64,LIM_65_over,Language_Total,Language_NO_Eng_Fr,Total_age
2021S051248061208,25.0,575.0,100.0,10.8,100.0,345.0,100.0,30.0,10.0,530.0,0.0,535.0
2021S051248061209,15.0,405.0,15.0,14.6,70.0,300.0,65.0,40.0,10.0,450.0,0.0,450.0
2021S051248061210,25.0,545.0,40.0,12.3,125.0,355.0,125.0,25.0,10.0,570.0,0.0,570.0
2021S051248061211,40.0,680.0,120.0,11.1,100.0,430.0,100.0,60.0,15.0,655.0,5.0,650.0
2021S051248061212,20.0,515.0,140.0,13.8,70.0,365.0,70.0,40.0,5.0,520.0,0.0,520.0
2021S051248061213,10.0,385.0,25.0,13.0,155.0,265.0,100.0,20.0,30.0,470.0,5.0,470.0
2021S051248061214,20.0,415.0,60.0,14.3,60.0,245.0,60.0,25.0,5.0,360.0,0.0,365.0
2021S051248061215,25.0,540.0,45.0,14.5,90.0,420.0,85.0,30.0,10.0,570.0,0.0,570.0
2021S051248061216,25.0,490.0,145.0,24.6,75.0,350.0,70.0,60.0,25.0,500.0,10.0,495.0
2021S051248061217,10.0,345.0,55.0,11.9,85.0,205.0,90.0,20.0,5.0,340.0,0.0,340.0
2021S051248061218,25.0,530.0,65.0,10.3,140.0,315.0,140.0,10.0,5.0,520.0,0.0,520.0
2021S051248061220,25.0,605.0,115.0,9.1,85.0,385.0,85.0,10.0,5.0,565.0,5.0,565.0
2021S051248061221,20.0,355.0,40.0,19.6,55.0,250.0,60.0,10.0,0.0,360.0,10.0,360.0
2021S051248061222,40.0,825.0,160.0,15.0,135.0,505.0,135.0,20.0,5.0,765.0,10.0,765.0
2021S051248061225,20.0,315.0,80.0,14.3,40.0,210.0,45.0,10.0,0.0,315.0,5.0,315.0
2021S051248061226,25.0,720.0,145.0,14.3,185.0,375.0,185.0,15.0,15.0,660.0,10.0,655.0
2021S051248061228,15.0,175.0,30.0,15.8,35.0,,,,,210.0,0.0,215.0
2021S051248061230,65.0,975.0,395.0,9.3,90.0,665.0,85.0,15.0,10.0,955.0,10.0,955.0
2021S051248061231,50.0,1025.0,215.0,12.5,305.0,580.0,310.0,20.0,10.0,1065.0,10.0,1060.0
2021S051248061232,15.0,335.0,65.0,14.6,70.0,255.0,70.0,10.0,0.0,390.0,0.0,390.0
2021S051248061233,30.0,520.0,170.0,14.3,115.0,320.0,115.0,20.0,10.0,535.0,5.0,530.0
2021S051248061234,30.0,755.0,140.0,6.3,235.0,415.0,235.0,15.0,10.0,735.0,0.0,735.0
2021S051248061235,20.0,610.0,195.0,14.5,135.0,390.0,135.0,10.0,5.0,605.0,5.0,600.0
2021S051248061236,35.0,1060.0,235.0,10.2,220.0,580.0,220.0,15.0,10.0,965.0,10.0,960.0
2021S051248061240,20.0,415.0,35.0,25.0,95.0,285.0,95.0,25.0,5.0,455.0,5.0,460.0
2021S051248061241,30.0,590.0,65.0,13.9,135.0,350.0,135.0,10.0,5.0,585.0,0.0,580.0
2021S051248061242,5.0,235.0,0.0,0.0,50.0,,,,,215.0,0.0,215.0
2021S051248061243,20.0,400.0,10.0,6.8,95.0,235.0,95.0,10.0,0.0,425.0,0.0,430.0
2021S051248061244,40.0,700.0,50.0,9.6,145.0,435.0,145.0,35.0,5.0,710.0,0.0,710.0
2021S051248061245,15.0,265.0,25.0,11.5,95.0,165.0,100.0,0.0,0.0,310.0,0.0,315.0
2021S051248061246,15.0,350.0,50.0,11.1,85.0,265.0,85.0,20.0,0.0,420.0,0.0,420.0
2021S051248061247,65.0,1060.0,355.0,18.1,115.0,590.0,115.0,75.0,5.0,980.0,0.0,985.0
2021S051248061248,65.0,1250.0,180.0,14.2,175.0,720.0,180.0,70.0,15.0,1170.0,10.0,1170.0
2021S051248061249,40.0,735.0,100.0,11.0,115.0,430.0,115.0,20.0,0.0,680.0,0.0,685.0
2021S051248061250,30.0,860.0,85.0,14.7,150.0,570.0,150.0,60.0,10.0,830.0,5.0,830.0
2021S051248061252,25.0,365.0,100.0,12.8,25.0,265.0,25.0,20.0,5.0,390.0,5.0,390.0
2021S051248061253,20.0,500.0,115.0,14.8,80.0,310.0,80.0,15.0,5.0,475.0,0.0,480.0
2021S051248061256,25.0,200.0,20.0,0.0,30.0,,,,,210.0,0.0,205.0
2021S051248061257,15.0,465.0,90.0,13.0,90.0,300.0,90.0,30.0,15.0,455.0,5.0,450.0
2021S051248061258,55.0,915.0,175.0,11.4,100.0,605.0,100.0,45.0,10.0,890.0,10.0,885.0
2021S051248061259,30.0,450.0,60.0,7.5,115.0,220.0,115.0,5.0,5.0,460.0,0.0,455.0
2021S051248061260,40.0,595.0,40.0,15.3,120.0,335.0,115.0,20.0,5.0,585.0,0.0,590.0
2021S051248061261,15.0,260.0,35.0,5.9,35.0,150.0,35.0,5.0,0.0,255.0,0.0,265.0
2021S051248061262,20.0,460.0,20.0,11.6,110.0,200.0,110.0,10.0,5.0,415.0,0.0,415.0
2021S051248061263,20.0,390.0,60.0,8.3,95.0,245.0,95.0,15.0,0.0,435.0,0.0,430.0
2021S051248061264,15.0,325.0,30.0,6.5,65.0,190.0,65.0,5.0,5.0,325.0,5.0,325.0
2021S051248061265,20.0,440.0,35.0,16.7,85.0,280.0,85.0,20.0,5.0,430.0,0.0,430.0
2021S051248061266,25.0,470.0,15.0,10.9,95.0,335.0,95.0,15.0,0.0,540.0,0.0,540.0
2021S051248061267,15.0,345.0,0.0,0.0,75.0,190.0,75.0,5.0,0.0,315.0,0.0,315.0
2021S051248061268,20.0,720.0,135.0,16.7,160.0,440.0,165.0,15.0,5.0,710.0,0.0,715.0
2021S051248061269,15.0,405.0,45.0,11.1,85.0,255.0,85.0,10.0,5.0,410.0,5.0,405.0
2021S051248061271,10.0,265.0,20.0,7.7,65.0,180.0,65.0,5.0,5.0,290.0,0.0,290.0
2021S051248061272,40.0,690.0,50.0,15.2,155.0,370.0,155.0,15.0,5.0,650.0,0.0,655.0
2021S051248061273,20.0,290.0,55.0,0.0,95.0,190.0,95.0,5.0,5.0,340.0,0.0,335.0
2021S051248061274,15.0,320.0,20.0,10.3,80.0,215.0,80.0,10.0,0.0,345.0,5.0,345.0
2021S051248061275,15.0,335.0,25.0,6.5,105.0,205.0,105.0,10.0,0.0,375.0,0.0,375.0
2021S051248061276,15.0,325.0,40.0,9.1,90.0,200.0,95.0,15.0,5.0,365.0,0.0,365.0
2021S051248061277,20.0,390.0,30.0,8.7,75.0,290.0,70.0,25.0,5.0,430.0,0.0,430.0
2021S051248061278,25.0,510.0,35.0,13.4,105.0,350.0,105.0,30.0,10.0,545.0,0.0,550.0
2021S051248061279,20.0,435.0,40.0,4.0,105.0,285.0,105.0,5.0,10.0,455.0,5.0,450.0
2021S051248061280,20.0,460.0,45.0,12.8,85.0,245.0,85.0,15.0,0.0,395.0,0.0,390.0
2021S051248061281,20.0,420.0,40.0,15.1,55.0,315.0,55.0,20.0,5.0,440.0,0.0,435.0
2021S051248061282,30.0,655.0,70.0,11.1,120.0,415.0,120.0,30.0,10.0,650.0,0.0,650.0
2021S051248061283,25.0,520.0,65.0,7.0,100.0,320.0,100.0,15.0,10.0,505.0,5.0,500.0
2021S051248061284,15.0,375.0,90.0,11.6,45.0,245.0,45.0,15.0,0.0,365.0,5.0,370.0
2021S051248061285,10.0,310.0,0.0,17.1,75.0,220.0,75.0,15.0,5.0,330.0,0.0,330.0
2021S051248061286,25.0,515.0,25.0,15.7,90.0,350.0,90.0,15.0,10.0,520.0,0.0,520.0
2021S051248061287,30.0,505.0,95.0,9.5,115.0,330.0,110.0,25.0,15.0,525.0,5.0,525.0
2021S051248061288,30.0,475.0,125.0,8.0,80.0,340.0,80.0,25.0,5.0,510.0,5.0,515.0
2021S051248061289,55.0,915.0,380.0,14.0,255.0,650.0,100.0,155.0,25.0,905.0,10.0,1085.0
2021S051248061290,30.0,650.0,160.0,14.3,95.0,375.0,95.0,30.0,10.0,570.0,5.0,575.0
2021S051248061295,45.0,700.0,300.0,12.6,70.0,515.0,70.0,70.0,15.0,720.0,25.0,725.0
2021S051248061296,35.0,565.0,100.0,10.3,100.0,380.0,95.0,35.0,10.0,575.0,15.0,580.0
2021S051248061297,30.0,525.0,160.0,17.7,90.0,335.0,85.0,35.0,5.0,550.0,10.0,550.0
2021S051248061298,30.0,500.0,170.0,15.8,85.0,360.0,85.0,50.0,10.0,540.0,5.0,535.0
2021S051248061299,20.0,485.0,85.0,15.2,120.0,245.0,120.0,10.0,10.0,430.0,5.0,435.0
2021S051248061300,30.0,560.0,130.0,9.2,110.0,370.0,110.0,35.0,10.0,575.0,5.0,580.0
2021S051248061301,15.0,600.0,40.0,8.5,190.0,295.0,185.0,15.0,0.0,590.0,0.0,595.0
2021S051248061302,35.0,565.0,80.0,3.4,145.0,335.0,145.0,15.0,10.0,600.0,0.0,600.0
2021S051248061303,25.0,605.0,200.0,16.9,120.0,365.0,120.0,40.0,15.0,585.0,5.0,585.0
2021S051248061304,25.0,530.0,45.0,15.9,90.0,330.0,90.0,15.0,5.0,495.0,5.0,500.0
2021S051248061305,20.0,455.0,15.0,5.1,140.0,255.0,140.0,10.0,5.0,480.0,5.0,475.0
2021S051248061306,25.0,455.0,35.0,10.0,100.0,270.0,105.0,5.0,0.0,460.0,0.0,460.0
2021S051248061307,30.0,440.0,80.0,8.7,80.0,245.0,80.0,15.0,5.0,430.0,0.0,435.0
2021S051248061308,15.0,345.0,30.0,0.0,85.0,175.0,85.0,5.0,5.0,340.0,0.0,345.0
2021S051248061309,10.0,460.0,40.0,7.0,130.0,220.0,130.0,15.0,5.0,430.0,0.0,435.0
2021S051248061310,20.0,365.0,15.0,4.7,85.0,225.0,85.0,15.0,5.0,405.0,0.0,400.0
2021S051248061311,15.0,360.0,70.0,8.3,85.0,235.0,85.0,10.0,0.0,425.0,0.0,425.0
2021S051248061312,15.0,390.0,35.0,18.5,70.0,200.0,70.0,0.0,0.0,355.0,0.0,360.0
2021S051248061313,15.0,365.0,35.0,14.3,80.0,215.0,80.0,10.0,5.0,375.0,5.0,375.0
2021S051248061314,20.0,625.0,100.0,12.3,140.0,320.0,135.0,5.0,0.0,550.0,0.0,555.0
2021S051248061315,25.0,390.0,95.0,6.8,85.0,235.0,85.0,10.0,0.0,385.0,0.0,380.0
2021S051248061316,15.0,330.0,45.0,11.1,40.0,195.0,45.0,10.0,0.0,285.0,0.0,280.0
2021S051248061317,20.0,495.0,70.0,10.0,55.0,390.0,55.0,35.0,10.0,515.0,5.0,515.0
2021S051248061318,20.0,600.0,65.0,14.8,120.0,295.0,120.0,15.0,5.0,520.0,10.0,520.0
2021S051248061319,20.0,310.0,65.0,0.0,60.0,205.0,60.0,10.0,5.0,320.0,5.0,325.0
2021S051248061320,25.0,615.0,95.0,11.9,130.0,325.0,125.0,15.0,5.0,550.0,5.0,545.0
2021S051248061321,35.0,705.0,200.0,13.3,110.0,475.0,110.0,45.0,5.0,735.0,10.0,735.0
2021S051248061322,10.0,210.0,20.0,0.0,50.0,,,,,215.0,0.0,220.0
2021S051248061323,50.0,1005.0,170.0,12.6,100.0,715.0,100.0,75.0,20.0,980.0,10.0,980.0
2021S051248061324,20.0,450.0,105.0,11.5,120.0,245.0,120.0,10.0,5.0,460.0,10.0,460.0
2021S051248061325,55.0,1100.0,395.0,17.5,130.0,770.0,130.0,70.0,15.0,1105.0,15.0,1115.0
2021S051248061326,10.0,345.0,35.0,19.5,55.0,180.0,55.0,5.0,0.0,285.0,0.0,285.0
2021S051248061327,5.0,310.0,20.0,16.1,55.0,200.0,55.0,5.0,0.0,305.0,0.0,310.0
2021S051248061328,20.0,560.0,65.0,13.7,125.0,325.0,125.0,5.0,5.0,575.0,0.0,575.0
2021S051248061329,20.0,480.0,80.0,10.4,95.0,300.0,95.0,15.0,5.0,500.0,10.0,505.0
2021S051248061330,25.0,370.0,80.0,9.1,50.0,285.0,50.0,30.0,5.0,410.0,5.0,410.0
2021S051248061331,25.0,615.0,75.0,17.5,185.0,415.0,185.0,40.0,5.0,695.0,0.0,700.0
2021S051248061332,20.0,445.0,85.0,18.2,115.0,260.0,115.0,10.0,0.0,485.0,5.0,485.0
2021S051248061333,10.0,550.0,65.0,10.3,160.0,280.0,160.0,10.0,5.0,550.0,5.0,555.0
2021S051248061334,30.0,555.0,45.0,12.2,145.0,270.0,150.0,5.0,10.0,530.0,0.0,535.0
2021S051248061335,40.0,595.0,40.0,11.9,105.0,325.0,105.0,5.0,0.0,595.0,0.0,595.0
2021S051248061336,15.0,405.0,35.0,11.4,90.0,215.0,90.0,15.0,5.0,365.0,0.0,370.0
2021S051248061337,10.0,375.0,0.0,5.7,115.0,220.0,115.0,15.0,0.0,415.0,0.0,415.0
2021S051248061338,15.0,340.0,30.0,10.3,90.0,185.0,80.0,15.0,5.0,345.0,0.0,350.0
2021S051248061339,20.0,590.0,70.0,5.2,200.0,285.0,195.0,15.0,15.0,590.0,0.0,585.0
2021S051248061340,10.0,380.0,30.0,15.6,125.0,210.0,120.0,10.0,5.0,400.0,0.0,400.0
2021S051248061341,10.0,320.0,10.0,9.4,90.0,190.0,90.0,5.0,5.0,340.0,0.0,335.0
2021S051248061342,5.0,320.0,15.0,10.7,95.0,175.0,100.0,5.0,0.0,325.0,0.0,325.0
2021S051248061343,20.0,335.0,30.0,6.1,90.0,210.0,90.0,10.0,5.0,380.0,0.0,375.0
2021S051248061344,10.0,435.0,10.0,13.3,120.0,275.0,120.0,10.0,5.0,485.0,0.0,485.0
2021S051248061345,5.0,325.0,25.0,0.0,95.0,195.0,95.0,10.0,5.0,330.0,0.0,330.0
2021S051248061346,20.0,450.0,105.0,8.7,70.0,275.0,65.0,25.0,0.0,445.0,5.0,445.0
2021S051248061347,15.0,375.0,75.0,14.3,40.0,205.0,40.0,10.0,0.0,330.0,0.0,330.0
2021S051248061348,35.0,985.0,195.0,13.8,125.0,630.0,130.0,25.0,10.0,975.0,5.0,975.0
2021S051248061349,15.0,315.0,50.0,16.7,55.0,185.0,50.0,5.0,0.0,305.0,0.0,310.0
2021S051248061350,30.0,745.0,145.0,8.6,130.0,480.0,130.0,30.0,5.0,760.0,10.0,755.0
2021S051248061351,35.0,800.0,70.0,10.5,120.0,525.0,120.0,30.0,5.0,820.0,5.0,825.0
2021S051248061353,25.0,490.0,80.0,8.9,70.0,370.0,70.0,25.0,0.0,545.0,5.0,545.0
2021S051248061354,5.0,360.0,35.0,11.1,70.0,210.0,70.0,10.0,0.0,340.0,0.0,340.0
2021S051248061355,20.0,510.0,125.0,17.7,55.0,370.0,55.0,25.0,10.0,525.0,0.0,530.0
2021S051248061356,15.0,485.0,140.0,11.1,130.0,255.0,130.0,5.0,20.0,470.0,5.0,475.0
2021S051248061357,35.0,450.0,30.0,15.8,65.0,310.0,65.0,15.0,5.0,485.0,0.0,485.0
2021S051248061358,10.0,270.0,40.0,0.0,50.0,145.0,50.0,5.0,5.0,255.0,0.0,255.0
2021S051248061359,20.0,560.0,95.0,14.8,95.0,335.0,95.0,5.0,0.0,550.0,5.0,550.0
2021S051248061360,55.0,935.0,75.0,14.0,195.0,500.0,190.0,15.0,0.0,880.0,5.0,885.0
2021S051248061362,40.0,845.0,95.0,16.1,210.0,505.0,210.0,35.0,15.0,870.0,10.0,870.0
2021S051248061363,15.0,455.0,20.0,16.0,90.0,225.0,90.0,5.0,5.0,405.0,0.0,400.0
2021S051248061364,15.0,360.0,0.0,0.0,65.0,170.0,65.0,15.0,0.0,300.0,0.0,300.0
2021S051248061365,20.0,655.0,120.0,20.0,95.0,375.0,95.0,30.0,20.0,595.0,10.0,595.0
2021S051248061367,60.0,1330.0,105.0,10.7,500.0,860.0,285.0,55.0,20.0,1480.0,5.0,1670.0
2021S051248061368,15.0,350.0,40.0,9.8,85.0,195.0,85.0,10.0,5.0,365.0,0.0,365.0
2021S051248061370,50.0,980.0,485.0,20.5,225.0,610.0,125.0,120.0,30.0,935.0,25.0,1040.0
2021S051248061372,25.0,350.0,45.0,7.9,350.0,205.0,55.0,15.0,5.0,355.0,0.0,650.0
2021S051248061373,20.0,375.0,50.0,5.6,60.0,240.0,60.0,0.0,0.0,370.0,0.0,365.0
2021S051248061374,45.0,795.0,455.0,15.2,65.0,515.0,65.0,30.0,5.0,710.0,20.0,715.0
2021S051248061375,30.0,485.0,170.0,8.0,45.0,335.0,45.0,20.0,5.0,480.0,5.0,480.0
2021S051248061376,45.0,705.0,315.0,9.7,80.0,395.0,80.0,50.0,10.0,630.0,20.0,635.0
2021S051248061377,45.0,640.0,185.0,16.9,115.0,450.0,120.0,30.0,5.0,725.0,20.0,720.0
2021S051248061378,20.0,540.0,135.0,10.9,70.0,360.0,70.0,15.0,0.0,535.0,10.0,535.0
2021S051248061379,15.0,455.0,120.0,18.2,55.0,335.0,55.0,5.0,10.0,475.0,5.0,470.0
2021S051248061380,20.0,360.0,155.0,14.6,45.0,250.0,45.0,25.0,5.0,370.0,5.0,370.0
2021S051248061385,45.0,1150.0,450.0,16.8,155.0,740.0,155.0,85.0,20.0,1095.0,30.0,1090.0
2021S051248061390,25.0,380.0,60.0,13.3,45.0,235.0,45.0,15.0,0.0,380.0,0.0,380.0
2021S051248061391,35.0,445.0,45.0,18.0,40.0,310.0,40.0,10.0,0.0,455.0,5.0,455.0
2021S051248061392,30.0,430.0,20.0,8.9,40.0,325.0,40.0,15.0,0.0,475.0,5.0,470.0
2021S051248061393,20.0,320.0,40.0,17.9,35.0,220.0,30.0,25.0,5.0,330.0,0.0,325.0
2021S051248061397,25.0,895.0,90.0,4.7,125.0,530.0,125.0,35.0,5.0,830.0,5.0,825.0
2021S051248061460,20.0,475.0,90.0,14.0,290.0,300.0,125.0,20.0,15.0,520.0,5.0,710.0
2021S051248061461,15.0,275.0,55.0,19.4,25.0,,,,,215.0,5.0,215.0
2021S051248061462,35.0,475.0,130.0,16.4,35.0,360.0,35.0,20.0,5.0,520.0,5.0,515.0
2021S051248061463,15.0,285.0,30.0,12.5,25.0,225.0,25.0,20.0,5.0,330.0,0.0,325.0
2021S051248061465,30.0,980.0,280.0,15.8,305.0,705.0,135.0,75.0,15.0,1135.0,0.0,1140.0
2021S051248061466,10.0,765.0,55.0,9.8,410.0,285.0,410.0,15.0,30.0,755.0,5.0,755.0
2021S051248061467,45.0,1850.0,640.0,11.0,450.0,1325.0,450.0,170.0,65.0,1865.0,25.0,1870.0
2021S051248061472,45.0,585.0,120.0,13.6,120.0,360.0,125.0,25.0,15.0,575.0,10.0,575.0
2021S051248061473,45.0,1000.0,420.0,14.2,120.0,605.0,120.0,65.0,20.0,875.0,10.0,875.0
2021S051248061474,75.0,1080.0,580.0,13.0,70.0,815.0,70.0,170.0,20.0,1115.0,35.0,1115.0
2021S051248061475,60.0,1085.0,460.0,13.3,105.0,835.0,100.0,125.0,15.0,1155.0,20.0,1165.0
2021S051248061476,20.0,520.0,175.0,14.5,30.0,395.0,30.0,45.0,10.0,525.0,5.0,525.0
2021S051248061477,40.0,560.0,285.0,13.7,35.0,395.0,35.0,85.0,10.0,505.0,15.0,510.0
2021S051248061478,25.0,445.0,120.0,12.7,60.0,395.0,60.0,110.0,15.0,530.0,5.0,555.0
2021S051248061479,20.0,490.0,170.0,14.8,90.0,320.0,95.0,25.0,10.0,500.0,5.0,505.0
2021S051248061480,30.0,520.0,50.0,17.9,90.0,305.0,90.0,20.0,5.0,505.0,0.0,505.0
2021S051248061481,15.0,485.0,125.0,10.7,70.0,290.0,70.0,15.0,10.0,430.0,5.0,430.0
2021S051248061482,15.0,315.0,25.0,7.7,55.0,205.0,55.0,15.0,5.0,305.0,0.0,300.0
2021S051248061483,5.0,145.0,25.0,16.0,25.0,,,,,160.0,0.0,165.0
2021S051248061484,25.0,450.0,95.0,10.9,55.0,275.0,55.0,45.0,10.0,410.0,5.0,405.0
2021S051248061485,,,,,,,,,,,,
2021S051248061486,35.0,465.0,55.0,22.2,60.0,315.0,60.0,35.0,10.0,470.0,10.0,475.0
2021S051248061487,40.0,600.0,410.0,20.9,75.0,360.0,75.0,40.0,15.0,595.0,25.0,590.0
2021S051248061488,55.0,675.0,295.0,15.6,160.0,390.0,160.0,75.0,85.0,730.0,55.0,725.0
2021S051248061489,20.0,415.0,280.0,16.3,70.0,275.0,70.0,25.0,5.0,425.0,15.0,430.0
2021S051248061490,30.0,360.0,220.0,19.4,70.0,290.0,70.0,25.0,5.0,475.0,30.0,470.0
2021S051248061491,45.0,575.0,275.0,13.0,110.0,415.0,110.0,35.0,15.0,675.0,20.0,675.0
2021S051248061492,45.0,520.0,430.0,14.9,15.0,390.0,20.0,70.0,5.0,595.0,30.0,595.0
2021S051248061493,30.0,825.0,645.0,18.2,130.0,480.0,130.0,50.0,20.0,740.0,45.0,735.0
2021S051248061494,15.0,465.0,420.0,22.7,80.0,245.0,80.0,15.0,5.0,400.0,20.0,395.0
2021S051248061495,20.0,110.0,85.0,0.0,0.0,,,,,105.0,5.0,105.0
2021S051248061496,35.0,475.0,330.0,14.0,25.0,330.0,25.0,25.0,5.0,480.0,20.0,480.0
2021S051248061497,30.0,395.0,310.0,4.9,55.0,240.0,55.0,30.0,15.0,365.0,30.0,365.0
2021S051248061501,40.0,805.0,295.0,20.9,115.0,450.0,110.0,45.0,15.0,690.0,30.0,695.0
2021S051248061502,20.0,230.0,90.0,27.6,35.0,180.0,30.0,5.0,0.0,295.0,10.0,295.0
2021S051248061503,30.0,520.0,200.0,16.1,55.0,335.0,55.0,35.0,10.0,500.0,15.0,495.0
2021S051248061504,15.0,410.0,145.0,14.9,65.0,335.0,70.0,15.0,5.0,490.0,25.0,485.0
2021S051248061506,45.0,955.0,290.0,13.6,195.0,615.0,195.0,30.0,15.0,1020.0,40.0,1020.0
2021S051248061508,25.0,495.0,160.0,12.0,55.0,305.0,55.0,15.0,0.0,440.0,15.0,445.0
2021S051248061513,80.0,1755.0,930.0,13.5,235.0,1150.0,180.0,60.0,35.0,1650.0,85.0,1710.0
2021S051248061516,20.0,335.0,180.0,0.0,60.0,265.0,60.0,10.0,5.0,405.0,15.0,405.0
2021S051248061517,35.0,890.0,390.0,13.1,80.0,575.0,80.0,25.0,5.0,825.0,25.0,820.0
2021S051248061518,30.0,445.0,125.0,16.9,55.0,340.0,55.0,20.0,5.0,495.0,5.0,500.0
2021S051248061522,40.0,570.0,115.0,12.2,75.0,445.0,75.0,35.0,15.0,645.0,0.0,650.0
2021S051248061523,60.0,685.0,200.0,5.7,45.0,510.0,45.0,40.0,10.0,700.0,5.0,700.0
2021S051248061556,80.0,1210.0,725.0,14.4,235.0,580.0,230.0,100.0,15.0,1120.0,40.0,1125.0
2021S051248061557,20.0,430.0,135.0,11.4,85.0,300.0,85.0,25.0,10.0,470.0,15.0,475.0
2021S051248061559,65.0,1335.0,490.0,15.4,275.0,810.0,270.0,45.0,10.0,1350.0,25.0,1355.0
2021S051248061560,30.0,1220.0,475.0,10.5,265.0,735.0,265.0,40.0,10.0,1215.0,30.0,1215.0
2021S051248061561,45.0,1140.0,490.0,14.8,195.0,770.0,195.0,30.0,15.0,1190.0,20.0,1195.0
2021S051248061564,55.0,910.0,180.0,5.8,120.0,600.0,120.0,35.0,0.0,905.0,15.0,910.0
2021S051248061565,60.0,1100.0,385.0,11.9,105.0,615.0,105.0,85.0,15.0,970.0,15.0,975.0
2021S051248061566,75.0,1465.0,980.0,16.1,100.0,1085.0,100.0,275.0,25.0,1520.0,75.0,1520.0
2021S051248061567,45.0,1185.0,650.0,15.8,275.0,775.0,275.0,50.0,30.0,1280.0,105.0,1290.0
2021S051248061569,30.0,890.0,285.0,10.5,140.0,600.0,135.0,95.0,20.0,865.0,20.0,860.0
2021S051248061570,70.0,1255.0,560.0,14.4,180.0,920.0,180.0,160.0,15.0,1350.0,20.0,1350.0
2021S051248061571,80.0,1450.0,940.0,15.2,55.0,1125.0,55.0,320.0,15.0,1370.0,35.0,1370.0
2021S051248061572,85.0,1205.0,440.0,12.9,170.0,750.0,165.0,110.0,15.0,1165.0,15.0,1165.0
2021S051248061573,30.0,1120.0,195.0,14.6,475.0,465.0,475.0,20.0,85.0,1110.0,15.0,1110.0
2021S051248061574,65.0,1080.0,135.0,11.7,190.0,670.0,190.0,25.0,10.0,1110.0,5.0,1110.0
2021S051248061575,30.0,635.0,465.0,15.2,260.0,345.0,100.0,25.0,5.0,585.0,20.0,745.0
2021S051248061576,65.0,1460.0,500.0,23.5,170.0,985.0,170.0,135.0,30.0,1470.0,25.0,1470.0
2021S051248061577,80.0,1650.0,400.0,11.4,455.0,1100.0,250.0,100.0,50.0,1785.0,20.0,1925.0
2021S051248061578,55.0,1095.0,330.0,12.3,130.0,815.0,130.0,160.0,25.0,1095.0,20.0,1095.0
2021S051248061579,80.0,1555.0,490.0,10.3,180.0,1040.0,180.0,150.0,30.0,1510.0,15.0,1505.0
2021S051248061580,30.0,865.0,335.0,18.0,150.0,615.0,150.0,125.0,35.0,880.0,15.0,875.0
2021S051248061581,50.0,1440.0,480.0,18.7,280.0,995.0,280.0,135.0,95.0,1480.0,35.0,1495.0
2021S051248061583,90.0,1860.0,575.0,13.0,285.0,1185.0,285.0,100.0,25.0,1805.0,25.0,1810.0
2021S051248061584,100.0,1450.0,435.0,10.7,165.0,895.0,165.0,90.0,5.0,1540.0,20.0,1540.0
2021S051248061585,85.0,1080.0,335.0,17.5,130.0,700.0,130.0,65.0,20.0,1125.0,25.0,1130.0
2021S051248061586,55.0,1175.0,775.0,8.7,105.0,785.0,100.0,40.0,15.0,1130.0,45.0,1130.0
2021S051248061588,40.0,675.0,60.0,6.8,115.0,405.0,115.0,15.0,10.0,625.0,0.0,620.0
2021S051248061589,55.0,1045.0,200.0,10.1,235.0,665.0,235.0,50.0,15.0,1100.0,10.0,1095.0
2021S051248061598,20.0,480.0,185.0,20.0,70.0,300.0,70.0,40.0,10.0,450.0,10.0,450.0
2021S051248061599,25.0,640.0,220.0,6.8,90.0,400.0,90.0,25.0,10.0,605.0,10.0,600.0
2021S051248061600,25.0,1100.0,660.0,15.3,230.0,675.0,230.0,50.0,15.0,1125.0,60.0,1120.0
2021S051248061601,0.0,180.0,110.0,14.3,80.0,,,,,225.0,5.0,220.0
2021S051248061602,15.0,590.0,285.0,7.8,145.0,345.0,145.0,20.0,5.0,620.0,25.0,620.0
2021S051248061603,10.0,265.0,155.0,8.0,100.0,150.0,105.0,10.0,10.0,315.0,10.0,310.0
2021S051248061604,25.0,385.0,80.0,11.8,65.0,285.0,70.0,5.0,0.0,450.0,10.0,450.0
2021S051248061605,30.0,1045.0,500.0,13.5,145.0,630.0,145.0,60.0,10.0,950.0,30.0,945.0
2021S051248061606,10.0,430.0,135.0,15.1,45.0,270.0,45.0,5.0,0.0,380.0,10.0,385.0
2021S051248061607,25.0,495.0,195.0,12.3,35.0,355.0,35.0,15.0,0.0,505.0,10.0,510.0
2021S051248061608,10.0,245.0,95.0,9.4,25.0,190.0,25.0,10.0,0.0,275.0,5.0,270.0
2021S051248061609,65.0,815.0,685.0,21.9,105.0,450.0,110.0,55.0,5.0,790.0,30.0,795.0
2021S051248061610,15.0,320.0,205.0,34.4,45.0,160.0,45.0,20.0,5.0,270.0,15.0,270.0
2021S051248061613,35.0,825.0,165.0,12.6,175.0,530.0,175.0,20.0,10.0,815.0,5.0,810.0
2021S051248061614,10.0,235.0,60.0,20.0,40.0,,,,,215.0,5.0,220.0
2021S051248061615,15.0,495.0,95.0,8.9,100.0,275.0,105.0,15.0,0.0,465.0,0.0,460.0
2021S051248061616,25.0,900.0,155.0,11.8,205.0,585.0,205.0,5.0,0.0,955.0,5.0,955.0
